统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-23,活动,懒熊体育第十届体育产业嘉年华,2026-04-23,活动,活动|懒熊体育第十届体育产业嘉|年华|时间|地点|北京|已结束,活动|懒熊体育第十届体育产业嘉|年华|时间|地点,信息更新,行业活动与展会,行业活动与展会方向出现信息更新信号，重点涉及活动、懒熊体育第十届体育产业嘉；代表事件为《懒熊体育第十届体育产业嘉年华》。,活动 行业活动与展会|懒熊体育第十届体育产业嘉 行业活动与展会|年华 行业活动与展会|行业活动与展会 信息更新,https://www.huodongxing.com/event/4835430940800
2026-04-23,36氪独家,智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家,2026-04-23,36氪独家,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,信息更新,企业战略与人事动态,企业战略与人事动态方向出现信息更新信号，重点涉及36氪独家、V9；代表事件为《智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家》。,36氪独家 企业战略与人事动态|V9 企业战略与人事动态|智界要打翻盘仗 企业战略与人事动态|企业战略与人事动态 信息更新,https://36kr.com/p/3776741071571200
2026-04-23,36氪独家,36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗,2026-04-23,36氪独家,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹|要打|老二|翻身仗,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹,投融资,创投生态与商业模式,创投生态与商业模式方向出现投融资信号，重点涉及36氪独家、专访；代表事件为《36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗》。,36氪独家 创投生态与商业模式|专访 创投生态与商业模式|拿到大疆 创投生态与商业模式|创投生态与商业模式 投融资,https://36kr.com/p/3773892499096068
2026-04-23,36氪独家,欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家,2026-04-23,36氪独家,36氪独家|欣旺达装车特斯拉|供应全球车型,36氪独家|欣旺达装车特斯拉|供应全球车型,信息更新,企业战略与人事动态,企业战略与人事动态方向出现信息更新信号，重点涉及36氪独家、欣旺达装车特斯拉；代表事件为《欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家》。,36氪独家 企业战略与人事动态|欣旺达装车特斯拉 企业战略与人事动态|供应全球车型 企业战略与人事动态|企业战略与人事动态 信息更新,https://36kr.com/p/3759598959969030
2026-04-23,36氪独家,获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家,2026-04-23,36氪独家,36氪独家|AI|OpenClaw|获韶音投资|一家|公司做了|硬件版,36氪独家|OpenClaw|获韶音投资|一家|公司做了,投融资,AI技术发展与应用,AI技术发展与应用方向出现投融资信号，重点涉及36氪独家、OpenClaw；代表事件为《获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家》。,36氪独家 AI技术发展与应用|OpenClaw AI技术发展与应用|AI AI技术发展与应用|AI技术发展与应用 投融资,https://36kr.com/p/3749149674439169
2026-04-23,深氪,智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite,2026-04-23,深氪,深氪|MiniMax|IPO|lite|智谱|港股|熬过孤独的人和|亿奖赏,深氪|MiniMax|IPO|智谱|港股,信息更新,创投生态与商业模式,创投生态与商业模式方向出现信息更新信号，重点涉及深氪、MiniMax；代表事件为《智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite》。,深氪 创投生态与商业模式|MiniMax 创投生态与商业模式|IPO 创投生态与商业模式|创投生态与商业模式 信息更新,https://36kr.com/p/3631042586395657
2026-04-23,深氪,七天挣百万，短剧演员的改命之路｜ 深 氪 lite,2026-04-23,深氪,深氪|lite|七天挣百万|短剧演员的改命之路,深氪|七天挣百万|短剧演员的改命之路,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及深氪、七天挣百万；代表事件为《七天挣百万，短剧演员的改命之路｜ 深 氪 lite》。,深氪 产业观察与深度分析|七天挣百万 产业观察与深度分析|lite 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/3586384697703553
2026-04-23,深氪,我的男友是虚拟的，但他很快就会变成现实｜ 深 氪,2026-04-23,深氪,深氪|我的男友是虚拟的|但他很快就会变成现实,深氪|我的男友是虚拟的|但他很快就会变成现实,信息更新,AI技术发展与应用,AI技术发展与应用方向出现信息更新信号，重点涉及深氪、我的男友是虚拟的；代表事件为《我的男友是虚拟的，但他很快就会变成现实｜ 深 氪》。,深氪 AI技术发展与应用|我的男友是虚拟的 AI技术发展与应用|但他很快就会变成现实 AI技术发展与应用|AI技术发展与应用 信息更新,https://36kr.com/p/3591180729696516
2026-04-23,深氪,Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪,2026-04-23,深氪,深氪|Manus|AI|数十亿美元卖身|中国|应用的关键词只有一个,深氪|Manus|数十亿美元卖身|中国|应用的关键词只有一个,信息更新,创投生态与商业模式,创投生态与商业模式方向出现信息更新信号，重点涉及深氪、Manus；代表事件为《Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪》。,深氪 创投生态与商业模式|Manus 创投生态与商业模式|AI 创投生态与商业模式|创投生态与商业模式 信息更新,https://36kr.com/p/3618211929555974
2026-04-23,深氪,全球硬件大爆款，生于中国｜ 深 氪,2026-04-23,深氪,深氪|全球硬件大爆款|生于中国,深氪|全球硬件大爆款|生于中国,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及深氪、全球硬件大爆款；代表事件为《全球硬件大爆款，生于中国｜ 深 氪》。,深氪 产业观察与深度分析|全球硬件大爆款 产业观察与深度分析|生于中国 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/3470301182891396
2026-04-23,后浪白皮书,想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书,2026-04-23,后浪白皮书,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及后浪白皮书、想戒也戒不掉的奶茶；代表事件为《想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书》。,后浪白皮书 产业观察与深度分析|想戒也戒不掉的奶茶 产业观察与深度分析|是留给打工人最后的甜 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/1382700624657540
2026-04-23,后浪白皮书,大年初一聊聊天，愿你23年野蛮生长 、无拘无碍,2026-04-23,后浪白皮书,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及后浪白皮书、大年初一聊聊天；代表事件为《大年初一聊聊天，愿你23年野蛮生长 、无拘无碍》。,后浪白皮书 产业观察与深度分析|大年初一聊聊天 产业观察与深度分析|愿你 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/2107240846066050
2026-04-23,后浪白皮书,核心服务,2026-04-23,后浪白皮书,后浪白皮书|核心服务,后浪白皮书|核心服务,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及后浪白皮书、核心服务；代表事件为《核心服务》。,后浪白皮书 产业观察与深度分析|核心服务 产业观察与深度分析|产业观察与深度分析 信息更新,https://www.36kr.com/p/2492318105786505
2026-04-23,行业日报,Kimi不语，只是一个劲的逼单、让你开会员,2026-04-23,行业日报,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,信息更新,AI技术发展与应用,AI技术发展与应用方向出现信息更新信号，重点涉及行业日报、Kimi；代表事件为《Kimi不语，只是一个劲的逼单、让你开会员》。,行业日报 AI技术发展与应用|Kimi AI技术发展与应用|不语 AI技术发展与应用|AI技术发展与应用 信息更新,https://36kr.com/p/3737769530520326
2026-04-23,行业日报,keep能够成为下一个peloton吗？,2026-04-23,行业日报,行业日报|keep|peloton|能够成为下一个,行业日报|能够成为下一个,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及行业日报、能够成为下一个；代表事件为《keep能够成为下一个peloton吗？》。,行业日报 产业观察与深度分析|能够成为下一个 产业观察与深度分析|keep 产业观察与深度分析|peloton 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/1144950862449666
2026-04-23,行业日报,盘点2019年最热门的10大增长策略,2026-04-23,行业日报,行业日报|盘点|年最热门的|大增长策略,行业日报|盘点|年最热门的|大增长策略,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及行业日报、盘点；代表事件为《盘点2019年最热门的10大增长策略》。,行业日报 产业观察与深度分析|盘点 产业观察与深度分析|年最热门的 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/1724932882433
2026-04-23,Long China 50,字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家,2026-04-23,Long China 50,Long China 50|AI|Long|China|字节再试|硬件|用收购补充团队|两条产品线共发力丨,Long China 50|Long|China|字节再试|硬件,信息更新,AI技术发展与应用,AI技术发展与应用方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家》。,Long China 50 AI技术发展与应用|Long AI技术发展与应用|AI AI技术发展与应用|AI技术发展与应用 信息更新,https://36kr.com/p/2785354366305413
2026-04-23,Long China 50,小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家,2026-04-23,Long China 50,Long China 50|Long|China|小红书内测自研大模型|小地瓜|社交和搜索是落地方向|独家,Long China 50|Long|China|小红书内测自研大模型|小地瓜,信息更新,AI技术发展与应用,AI技术发展与应用方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家》。,Long China 50 AI技术发展与应用|Long AI技术发展与应用|China AI技术发展与应用|AI技术发展与应用 信息更新,https://36kr.com/p/2754311490730760
2026-04-23,Long China 50,AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家,2026-04-23,Long China 50,Long China 50|AI|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发|主力|独家,Long China 50|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发,信息更新,AI技术发展与应用,AI技术发展与应用方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家》。,Long China 50 AI技术发展与应用|Long AI技术发展与应用|AI AI技术发展与应用|AI技术发展与应用 信息更新,https://36kr.com/p/2788351176311687
2026-04-23,Long China 50,小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家,2026-04-23,Long China 50,Long China 50|Long|China|小米生态链模式十年来最大|调整|提出分级管理策略丨|独家,Long China 50|Long|China|小米生态链模式十年来最大|调整,信息更新,企业战略与人事动态,企业战略与人事动态方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家》。,Long China 50 企业战略与人事动态|Long 企业战略与人事动态|China 企业战略与人事动态|企业战略与人事动态 信息更新,https://36kr.com/p/2684326515309572
2026-04-23,Long China 50,美团再出手大模型，独家投资「智谱AI」| Long China 50 独家,2026-04-23,Long China 50,Long China 50|AI|Long|China|美团再出手大模型|独家投资|智谱|独家,Long China 50|Long|China|美团再出手大模型|独家投资,投融资,AI技术发展与应用,AI技术发展与应用方向出现投融资信号，重点涉及Long China 50、Long；代表事件为《美团再出手大模型，独家投资「智谱AI」| Long China 50 独家》。,Long China 50 AI技术发展与应用|Long AI技术发展与应用|AI AI技术发展与应用|AI技术发展与应用 投融资,https://36kr.com/p/2199303305939075
2026-04-23,投资派,投 资 派 | 投资越南，机遇还是陷阱？,2026-04-23,投资派,投资派|投资越南|机遇还是陷阱,投资派|投资越南|机遇还是陷阱,投融资,投资市场与区域经济,投资市场与区域经济方向出现投融资信号，重点涉及投资派、投资越南；代表事件为《投 资 派 | 投资越南，机遇还是陷阱？》。,投资派 投资市场与区域经济|投资越南 投资市场与区域经济|机遇还是陷阱 投资市场与区域经济|投资市场与区域经济 投融资,https://36kr.com/p/2806269404477064
2026-04-23,投资派,墨西哥还值得新能源车企押注吗？｜ 投 资 派,2026-04-23,投资派,投资派|墨西哥还值得新能源车企押|注吗,投资派|墨西哥还值得新能源车企押|注吗,投融资,投资市场与区域经济,投资市场与区域经济方向出现投融资信号，重点涉及投资派、墨西哥还值得新能源车企押；代表事件为《墨西哥还值得新能源车企押注吗？｜ 投 资 派》。,投资派 投资市场与区域经济|墨西哥还值得新能源车企押 投资市场与区域经济|注吗 投资市场与区域经济|投资市场与区域经济 投融资,https://36kr.com/p/2836044407786372
2026-04-23,投资派,马来西亚这六年：从没有一张二维码到无现金社会｜ 投 资 派,2026-04-23,投资派,投资派|马来西亚这六年|从没有一张二维码到无现金|社会,投资派|马来西亚这六年|从没有一张二维码到无现金|社会,信息更新,投资市场与区域经济,投资市场与区域经济方向出现信息更新信号，重点涉及投资派、马来西亚这六年；代表事件为《马来西亚这六年：从没有一张二维码到无现金社会｜ 投 资 派》。,投资派 投资市场与区域经济|马来西亚这六年 投资市场与区域经济|从没有一张二维码到无现金 投资市场与区域经济|投资市场与区域经济 信息更新,https://36kr.com/p/2857241171774339
2026-04-23,投资派,巴菲特加码投资日本股市，大举发行日元债券｜ 投 资 派,2026-04-23,投资派,投资派|巴菲特加码投资日本股市|大举发行日元债券,投资派|巴菲特加码投资日本股市|大举发行日元债券,投融资,投资市场与区域经济,投资市场与区域经济方向出现投融资信号，重点涉及投资派、巴菲特加码投资日本股市；代表事件为《巴菲特加码投资日本股市，大举发行日元债券｜ 投 资 派》。,投资派 投资市场与区域经济|巴菲特加码投资日本股市 投资市场与区域经济|大举发行日元债券 投资市场与区域经济|投资市场与区域经济 投融资,https://36kr.com/p/2748358664141572
2026-04-23,投资派,巴菲特与科技股的爱恨纠葛：保守还是错失机会？｜ 投 资 派,2026-04-23,投资派,投资派|巴菲特与科技股的爱恨纠葛|保守还是错失机会,投资派|巴菲特与科技股的爱恨纠葛|保守还是错失机会,信息更新,投资市场与区域经济,投资市场与区域经济方向出现信息更新信号，重点涉及投资派、巴菲特与科技股的爱恨纠葛；代表事件为《巴菲特与科技股的爱恨纠葛：保守还是错失机会？｜ 投 资 派》。,投资派 投资市场与区域经济|巴菲特与科技股的爱恨纠葛 投资市场与区域经济|保守还是错失机会 投资市场与区域经济|投资市场与区域经济 信息更新,https://36kr.com/p/2745667847453698
