统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-22,专题,36氪编辑精选丨一周重磅商业报道盘点 Vol.275,2026-04-22,专题,专题|Vol.275|氪编辑精选丨一周重磅商业|报道盘点,专题|Vol.275|氪编辑精选丨一周重磅商业|报道盘点,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、Vol.275；代表事件为《36氪编辑精选丨一周重磅商业报道盘点 Vol.275》。,专题 专题策划与内容盘点|Vol.275 专题策划与内容盘点|氪编辑精选丨一周重磅商业 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3731434362847488
2026-04-22,专题,36氪编辑精选丨一周重磅商业报道盘点 Vol.274,2026-04-22,专题,专题|Vol.274|氪编辑精选丨一周重磅商业|报道盘点,专题|Vol.274|氪编辑精选丨一周重磅商业|报道盘点,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、Vol.274；代表事件为《36氪编辑精选丨一周重磅商业报道盘点 Vol.274》。,专题 专题策划与内容盘点|Vol.274 专题策划与内容盘点|氪编辑精选丨一周重磅商业 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3721599203752579
2026-04-22,专题,本周有大事丨一个春节过去，中国AI到底有多强；英伟达到底有多赚钱；ChatGPT、Claude、Gemini只买一个选谁,2026-04-22,专题,专题|AI|ChatGPT|Claude|Gemini|本周有大事丨一个春节过去|中国|到底有多强,专题|ChatGPT|Claude|Gemini|本周有大事丨一个春节过去,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及专题、ChatGPT；代表事件为《本周有大事丨一个春节过去，中国AI到底有多强；英伟达到底有多赚钱；ChatGPT、Claude、Gemini只买一个选谁》。,专题 AI技术与产业应用|ChatGPT AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/topics/3711110212153477
2026-04-22,专题,春节特辑丨AI时代生存指南,2026-04-22,专题,专题|AI|春节特辑丨|时代生存指南,专题|春节特辑丨|时代生存指南,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及专题、春节特辑丨；代表事件为《春节特辑丨AI时代生存指南》。,专题 AI技术与产业应用|春节特辑丨 AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/topics/3676925648790146
2026-04-22,专题,春节特辑丨当AI开始重写职业规则,2026-04-22,专题,专题|AI|春节特辑丨当|开始重写职业规则,专题|春节特辑丨当|开始重写职业规则,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及专题、春节特辑丨当；代表事件为《春节特辑丨当AI开始重写职业规则》。,专题 AI技术与产业应用|春节特辑丨当 AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/topics/3676937943982985
2026-04-22,专题,春节特辑丨走出人生卡点，需要的不只是“努力”,2026-04-22,专题,专题|春节特辑丨走出人生卡点|需要的不只是|努力,专题|春节特辑丨走出人生卡点|需要的不只是|努力,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、春节特辑丨走出人生卡点；代表事件为《春节特辑丨走出人生卡点，需要的不只是“努力”》。,专题 专题策划与内容盘点|春节特辑丨走出人生卡点 专题策划与内容盘点|需要的不只是 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3676914083897985
2026-04-22,专题,春节特辑丨剧变时代，如何升级底层能力,2026-04-22,专题,专题|春节特辑丨剧变时代|如何升级底层能力,专题|春节特辑丨剧变时代|如何升级底层能力,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、春节特辑丨剧变时代；代表事件为《春节特辑丨剧变时代，如何升级底层能力》。,专题 专题策划与内容盘点|春节特辑丨剧变时代 专题策划与内容盘点|如何升级底层能力 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3676699417502599
2026-04-22,专题,春节特辑丨给大脑来一份“补给包”,2026-04-22,专题,专题|春节特辑丨给大脑来一份|补给包,专题|春节特辑丨给大脑来一份|补给包,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、春节特辑丨给大脑来一份；代表事件为《春节特辑丨给大脑来一份“补给包”》。,专题 专题策划与内容盘点|春节特辑丨给大脑来一份 专题策划与内容盘点|补给包 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3676686040785544
2026-04-22,专题,2026趋势预测：机会与变革,2026-04-22,专题,专题|趋势预测|机会与变革,专题|趋势预测|机会与变革,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、趋势预测；代表事件为《2026趋势预测：机会与变革》。,专题 专题策划与内容盘点|趋势预测 专题策划与内容盘点|机会与变革 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3676960245949319
2026-04-22,专题,春节特辑丨这场中美AI大战，你可能看错方向了,2026-04-22,专题,专题|AI|春节特辑丨这场中美|大战|你可能看错方向了,专题|春节特辑丨这场中美|大战|你可能看错方向了,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及专题、春节特辑丨这场中美；代表事件为《春节特辑丨这场中美AI大战，你可能看错方向了》。,专题 AI技术与产业应用|春节特辑丨这场中美 AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/topics/3681990279147138
2026-04-22,专题,春节特辑丨史上最长春节档，票房却没爆？,2026-04-22,专题,专题|春节特辑丨史上最长春节档|票房却没爆,专题|春节特辑丨史上最长春节档|票房却没爆,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及专题、春节特辑丨史上最长春节档；代表事件为《春节特辑丨史上最长春节档，票房却没爆？》。,专题 专题策划与内容盘点|春节特辑丨史上最长春节档 专题策划与内容盘点|票房却没爆 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/topics/3681993167957637
2026-04-22,活动,FBIF2026食品饮料创新论坛及FBIF展览,2026-04-22,活动,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览|时间|地点|杭州,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、FBIF2026；代表事件为《FBIF2026食品饮料创新论坛及FBIF展览》。,活动 行业活动与论坛|FBIF2026 行业活动与论坛|FBIF 行业活动与论坛|行业活动与论坛 信息更新,https://www.foodtalks.cn/fbif/2026
2026-04-22,活动,科技与美学 2026亿邦新竞争力品牌大会,2026-04-22,活动,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点|上海|进行中,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、科技与美学；代表事件为《科技与美学 2026亿邦新竞争力品牌大会》。,活动 行业活动与论坛|科技与美学 行业活动与论坛|亿邦新竞争力品牌大会 行业活动与论坛|行业活动与论坛 信息更新,https://www.ebrun.com/meeting/202601/4430.html
2026-04-22,活动,AttraX「春潮·Spring｜深圳黑客松」,2026-04-22,活动,活动|AttraX|Spring|春潮|深圳黑客松|时间|地点|深圳,活动|AttraX|Spring|春潮|深圳黑客松,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、AttraX；代表事件为《AttraX「春潮·Spring｜深圳黑客松」》。,活动 行业活动与论坛|AttraX 行业活动与论坛|Spring 行业活动与论坛|行业活动与论坛 信息更新,https://mp.weixin.qq.com/s/mFfKdnAooLOfzDOLiq8YRg
2026-04-22,活动,云智思享会 ·干活吧，AGENT！,2026-04-22,活动,活动|AGENT|云智思享会|干活吧|时间|地点|北京|主题,活动|AGENT|云智思享会|干活吧|时间,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、AGENT；代表事件为《云智思享会 ·干活吧，AGENT！》。,活动 行业活动与论坛|AGENT 行业活动与论坛|云智思享会 行业活动与论坛|行业活动与论坛 信息更新,https://36kr.com/sign-up-activity/1843
2026-04-22,活动,第六届CHWE出海网全球跨境电商展（深圳）春季展,2026-04-22,活动,活动|深圳|CHWE|第六届|出海网全球跨境电商展|春季展|时间|地点,活动|深圳|CHWE|第六届|出海网全球跨境电商展,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、深圳；代表事件为《第六届CHWE出海网全球跨境电商展（深圳）春季展》。,活动 行业活动与论坛|深圳 行业活动与论坛|CHWE 行业活动与论坛|行业活动与论坛 信息更新,https://hdxu.cn/1DVuw
2026-04-22,活动,第七届中关村硬科技嘉年华——星物种首发开放麦,2026-04-22,活动,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点|北京|主题|未来的现场实验,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、第七届中关村硬科技嘉年华；代表事件为《第七届中关村硬科技嘉年华——星物种首发开放麦》。,活动 行业活动与论坛|第七届中关村硬科技嘉年华 行业活动与论坛|星物种首发开放麦 行业活动与论坛|行业活动与论坛 信息更新,https://www.huodongxing.com/event/7852857232800
2026-04-22,活动,融中第十五届中国资本年会暨大虹桥科创投资大会,2026-04-22,活动,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点|上海|已结束,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点,投融资,行业活动与论坛,行业活动与论坛方向出现投融资信号，重点涉及活动、融中第十五届中国资本年会；代表事件为《融中第十五届中国资本年会暨大虹桥科创投资大会》。,活动 行业活动与论坛|融中第十五届中国资本年会 行业活动与论坛|暨大虹桥科创投资大会 行业活动与论坛|行业活动与论坛 投融资,https://7152049675429.huodongxing.com/event/7841451569600
2026-04-22,活动,懒熊体育第十届体育产业嘉年华,2026-04-22,活动,活动|懒熊体育第十届体育产业嘉|年华|时间|地点|北京|已结束,活动|懒熊体育第十届体育产业嘉|年华|时间|地点,信息更新,行业活动与论坛,行业活动与论坛方向出现信息更新信号，重点涉及活动、懒熊体育第十届体育产业嘉；代表事件为《懒熊体育第十届体育产业嘉年华》。,活动 行业活动与论坛|懒熊体育第十届体育产业嘉 行业活动与论坛|年华 行业活动与论坛|行业活动与论坛 信息更新,https://www.huodongxing.com/event/4835430940800
2026-04-22,36氪独家,智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,信息更新,汽车与智能硬件产业,汽车与智能硬件产业方向出现信息更新信号，重点涉及36氪独家、V9；代表事件为《智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家》。,36氪独家 汽车与智能硬件产业|V9 汽车与智能硬件产业|智界要打翻盘仗 汽车与智能硬件产业|汽车与智能硬件产业 信息更新,https://36kr.com/p/3776741071571200
2026-04-22,36氪独家,36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗,2026-04-22,36氪独家,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹|要打|老二|翻身仗,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹,投融资,投融资与资本市场,投融资与资本市场方向出现投融资信号，重点涉及36氪独家、专访；代表事件为《36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗》。,36氪独家 投融资与资本市场|专访 投融资与资本市场|拿到大疆 投融资与资本市场|投融资与资本市场 投融资,https://36kr.com/p/3773892499096068
2026-04-22,36氪独家,小米汽车重磅任命：胡峥楠任CTO，宋钢任参谋长｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|CTO|小米汽车重磅任命|胡峥楠任|宋钢任参谋长,36氪独家|CTO|小米汽车重磅任命|胡峥楠任|宋钢任参谋长,信息更新,汽车与智能硬件产业,汽车与智能硬件产业方向出现信息更新信号，重点涉及36氪独家、CTO；代表事件为《小米汽车重磅任命：胡峥楠任CTO，宋钢任参谋长｜ 36 氪 独 家》。,36氪独家 汽车与智能硬件产业|CTO 汽车与智能硬件产业|小米汽车重磅任命 汽车与智能硬件产业|汽车与智能硬件产业 信息更新,https://36kr.com/p/3770688595214857
2026-04-22,36氪独家,欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|欣旺达装车特斯拉|供应全球车型,36氪独家|欣旺达装车特斯拉|供应全球车型,信息更新,汽车与智能硬件产业,汽车与智能硬件产业方向出现信息更新信号，重点涉及36氪独家、欣旺达装车特斯拉；代表事件为《欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家》。,36氪独家 汽车与智能硬件产业|欣旺达装车特斯拉 汽车与智能硬件产业|供应全球车型 汽车与智能硬件产业|汽车与智能硬件产业 信息更新,https://36kr.com/p/3759598959969030
2026-04-22,36氪独家,获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家,2026-04-22,36氪独家,36氪独家|AI|OpenClaw|获韶音投资|一家|公司做了|硬件版,36氪独家|OpenClaw|获韶音投资|一家|公司做了,投融资,AI技术与产业应用,AI技术与产业应用方向出现投融资信号，重点涉及36氪独家、OpenClaw；代表事件为《获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家》。,36氪独家 AI技术与产业应用|OpenClaw AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 投融资,https://36kr.com/p/3749149674439169
2026-04-22,深氪,智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite,2026-04-22,深氪,深氪|MiniMax|IPO|lite|智谱|港股|熬过孤独的人和|亿奖赏,深氪|MiniMax|IPO|智谱|港股,信息更新,投融资与资本市场,投融资与资本市场方向出现信息更新信号，重点涉及深氪、MiniMax；代表事件为《智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite》。,深氪 投融资与资本市场|MiniMax 投融资与资本市场|IPO 投融资与资本市场|投融资与资本市场 信息更新,https://36kr.com/p/3631042586395657
2026-04-22,深氪,七天挣百万，短剧演员的改命之路｜ 深 氪 lite,2026-04-22,深氪,深氪|lite|七天挣百万|短剧演员的改命之路,深氪|七天挣百万|短剧演员的改命之路,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及深氪、七天挣百万；代表事件为《七天挣百万，短剧演员的改命之路｜ 深 氪 lite》。,深氪 专题策划与内容盘点|七天挣百万 专题策划与内容盘点|lite 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/p/3586384697703553
2026-04-22,深氪,我的男友是虚拟的，但他很快就会变成现实｜ 深 氪,2026-04-22,深氪,深氪|我的男友是虚拟的|但他很快就会变成现实,深氪|我的男友是虚拟的|但他很快就会变成现实,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及深氪、我的男友是虚拟的；代表事件为《我的男友是虚拟的，但他很快就会变成现实｜ 深 氪》。,深氪 AI技术与产业应用|我的男友是虚拟的 AI技术与产业应用|但他很快就会变成现实 AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/p/3591180729696516
2026-04-22,深氪,Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪,2026-04-22,深氪,深氪|Manus|AI|数十亿美元卖身|中国|应用的关键词只有一个,深氪|Manus|数十亿美元卖身|中国|应用的关键词只有一个,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及深氪、Manus；代表事件为《Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪》。,深氪 AI技术与产业应用|Manus AI技术与产业应用|AI AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/p/3618211929555974
2026-04-22,深氪,全球硬件大爆款，生于中国｜ 深 氪,2026-04-22,深氪,深氪|全球硬件大爆款|生于中国,深氪|全球硬件大爆款|生于中国,信息更新,汽车与智能硬件产业,汽车与智能硬件产业方向出现信息更新信号，重点涉及深氪、全球硬件大爆款；代表事件为《全球硬件大爆款，生于中国｜ 深 氪》。,深氪 汽车与智能硬件产业|全球硬件大爆款 汽车与智能硬件产业|生于中国 汽车与智能硬件产业|汽车与智能硬件产业 信息更新,https://36kr.com/p/3470301182891396
2026-04-22,后浪白皮书,想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书,2026-04-22,后浪白皮书,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及后浪白皮书、想戒也戒不掉的奶茶；代表事件为《想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书》。,后浪白皮书 专题策划与内容盘点|想戒也戒不掉的奶茶 专题策划与内容盘点|是留给打工人最后的甜 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/p/1382700624657540
2026-04-22,后浪白皮书,大年初一聊聊天，愿你23年野蛮生长 、无拘无碍,2026-04-22,后浪白皮书,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及后浪白皮书、大年初一聊聊天；代表事件为《大年初一聊聊天，愿你23年野蛮生长 、无拘无碍》。,后浪白皮书 专题策划与内容盘点|大年初一聊聊天 专题策划与内容盘点|愿你 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/p/2107240846066050
2026-04-22,后浪白皮书,核心服务,2026-04-22,后浪白皮书,后浪白皮书|核心服务,后浪白皮书|核心服务,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及后浪白皮书、核心服务；代表事件为《核心服务》。,后浪白皮书 专题策划与内容盘点|核心服务 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://www.36kr.com/p/2492318105786505
2026-04-22,行业日报,Kimi不语，只是一个劲的逼单、让你开会员,2026-04-22,行业日报,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及行业日报、Kimi；代表事件为《Kimi不语，只是一个劲的逼单、让你开会员》。,行业日报 AI技术与产业应用|Kimi AI技术与产业应用|不语 AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/p/3737769530520326
2026-04-22,行业日报,keep能够成为下一个peloton吗？,2026-04-22,行业日报,行业日报|keep|peloton|能够成为下一个,行业日报|能够成为下一个,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及行业日报、能够成为下一个；代表事件为《keep能够成为下一个peloton吗？》。,行业日报 专题策划与内容盘点|能够成为下一个 专题策划与内容盘点|keep 专题策划与内容盘点|peloton 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/p/1144950862449666
2026-04-22,行业日报,盘点2019年最热门的10大增长策略,2026-04-22,行业日报,行业日报|盘点|年最热门的|大增长策略,行业日报|盘点|年最热门的|大增长策略,信息更新,专题策划与内容盘点,专题策划与内容盘点方向出现信息更新信号，重点涉及行业日报、盘点；代表事件为《盘点2019年最热门的10大增长策略》。,行业日报 专题策划与内容盘点|盘点 专题策划与内容盘点|年最热门的 专题策划与内容盘点|专题策划与内容盘点 信息更新,https://36kr.com/p/1724932882433
2026-04-22,Long China 50,字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|字节再试|硬件|用收购补充团队|两条产品线共发力丨,Long China 50|Long|China|字节再试|硬件,信息更新,汽车与智能硬件产业,汽车与智能硬件产业方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家》。,Long China 50 汽车与智能硬件产业|Long 汽车与智能硬件产业|AI 汽车与智能硬件产业|汽车与智能硬件产业 信息更新,https://36kr.com/p/2785354366305413
2026-04-22,Long China 50,小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家,2026-04-22,Long China 50,Long China 50|Long|China|小红书内测自研大模型|小地瓜|社交和搜索是落地方向|独家,Long China 50|Long|China|小红书内测自研大模型|小地瓜,信息更新,AI技术与产业应用,AI技术与产业应用方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家》。,Long China 50 AI技术与产业应用|Long AI技术与产业应用|China AI技术与产业应用|AI技术与产业应用 信息更新,https://36kr.com/p/2754311490730760
