统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-22,活动,FBIF2026食品饮料创新论坛及FBIF展览,2026-04-22,活动,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览|时间|地点|杭州,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、FBIF2026；代表事件为《FBIF2026食品饮料创新论坛及FBIF展览》。,活动 产业活动与行业峰会|FBIF2026 产业活动与行业峰会|FBIF 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://www.foodtalks.cn/fbif/2026
2026-04-22,活动,AttraX「春潮·Spring｜深圳黑客松」,2026-04-22,活动,活动|AttraX|Spring|春潮|深圳黑客松|时间|地点|深圳,活动|AttraX|Spring|春潮|深圳黑客松,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、AttraX；代表事件为《AttraX「春潮·Spring｜深圳黑客松」》。,活动 产业活动与行业峰会|AttraX 产业活动与行业峰会|Spring 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://mp.weixin.qq.com/s/mFfKdnAooLOfzDOLiq8YRg
2026-04-22,活动,云智思享会 ·干活吧，AGENT！,2026-04-22,活动,活动|AGENT|云智思享会|干活吧|时间|地点|北京|主题,活动|AGENT|云智思享会|干活吧|时间,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、AGENT；代表事件为《云智思享会 ·干活吧，AGENT！》。,活动 产业活动与行业峰会|AGENT 产业活动与行业峰会|云智思享会 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://36kr.com/sign-up-activity/1843
2026-04-22,活动,科技与美学 2026亿邦新竞争力品牌大会,2026-04-22,活动,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点|上海|已结束,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、科技与美学；代表事件为《科技与美学 2026亿邦新竞争力品牌大会》。,活动 产业活动与行业峰会|科技与美学 产业活动与行业峰会|亿邦新竞争力品牌大会 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://www.ebrun.com/meeting/202601/4430.html
2026-04-22,活动,第六届CHWE出海网全球跨境电商展（深圳）春季展,2026-04-22,活动,活动|深圳|CHWE|第六届|出海网全球跨境电商展|春季展|时间|地点,活动|深圳|CHWE|第六届|出海网全球跨境电商展,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、深圳；代表事件为《第六届CHWE出海网全球跨境电商展（深圳）春季展》。,活动 产业活动与行业峰会|深圳 产业活动与行业峰会|CHWE 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://hdxu.cn/1DVuw
2026-04-22,活动,第七届中关村硬科技嘉年华——星物种首发开放麦,2026-04-22,活动,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点|北京|主题|未来的现场实验,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、第七届中关村硬科技嘉年华；代表事件为《第七届中关村硬科技嘉年华——星物种首发开放麦》。,活动 产业活动与行业峰会|第七届中关村硬科技嘉年华 产业活动与行业峰会|星物种首发开放麦 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://www.huodongxing.com/event/7852857232800
2026-04-22,活动,融中第十五届中国资本年会暨大虹桥科创投资大会,2026-04-22,活动,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点|上海|已结束,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点,投融资,产业活动与行业峰会,产业活动与行业峰会方向出现投融资信号，重点涉及活动、融中第十五届中国资本年会；代表事件为《融中第十五届中国资本年会暨大虹桥科创投资大会》。,活动 产业活动与行业峰会|融中第十五届中国资本年会 产业活动与行业峰会|暨大虹桥科创投资大会 产业活动与行业峰会|产业活动与行业峰会 投融资,https://7152049675429.huodongxing.com/event/7841451569600
2026-04-22,活动,懒熊体育第十届体育产业嘉年华,2026-04-22,活动,活动|懒熊体育第十届体育产业嘉|年华|时间|地点|北京|已结束,活动|懒熊体育第十届体育产业嘉|年华|时间|地点,信息更新,产业活动与行业峰会,产业活动与行业峰会方向出现信息更新信号，重点涉及活动、懒熊体育第十届体育产业嘉；代表事件为《懒熊体育第十届体育产业嘉年华》。,活动 产业活动与行业峰会|懒熊体育第十届体育产业嘉 产业活动与行业峰会|年华 产业活动与行业峰会|产业活动与行业峰会 信息更新,https://www.huodongxing.com/event/4835430940800
2026-04-22,36氪独家,智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,信息更新,汽车与智能制造,汽车与智能制造方向出现信息更新信号，重点涉及36氪独家、V9；代表事件为《智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家》。,36氪独家 汽车与智能制造|V9 汽车与智能制造|智界要打翻盘仗 汽车与智能制造|汽车与智能制造 信息更新,https://36kr.com/p/3776741071571200
2026-04-22,36氪独家,36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗,2026-04-22,36氪独家,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹|要打|老二|翻身仗,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹,投融资,人工智能与前沿技术,人工智能与前沿技术方向出现投融资信号，重点涉及36氪独家、专访；代表事件为《36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗》。,36氪独家 人工智能与前沿技术|专访 人工智能与前沿技术|拿到大疆 人工智能与前沿技术|人工智能与前沿技术 投融资,https://36kr.com/p/3773892499096068
2026-04-22,36氪独家,欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|欣旺达装车特斯拉|供应全球车型,36氪独家|欣旺达装车特斯拉|供应全球车型,信息更新,汽车与智能制造,汽车与智能制造方向出现信息更新信号，重点涉及36氪独家、欣旺达装车特斯拉；代表事件为《欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家》。,36氪独家 汽车与智能制造|欣旺达装车特斯拉 汽车与智能制造|供应全球车型 汽车与智能制造|汽车与智能制造 信息更新,https://36kr.com/p/3759598959969030
2026-04-22,36氪独家,获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家,2026-04-22,36氪独家,36氪独家|AI|OpenClaw|获韶音投资|一家|公司做了|硬件版,36氪独家|OpenClaw|获韶音投资|一家|公司做了,投融资,人工智能与前沿技术,人工智能与前沿技术方向出现投融资信号，重点涉及36氪独家、OpenClaw；代表事件为《获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家》。,36氪独家 人工智能与前沿技术|OpenClaw 人工智能与前沿技术|AI 人工智能与前沿技术|人工智能与前沿技术 投融资,https://36kr.com/p/3749149674439169
2026-04-22,深氪,智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite,2026-04-22,深氪,深氪|MiniMax|IPO|lite|智谱|港股|熬过孤独的人和|亿奖赏,深氪|MiniMax|IPO|智谱|港股,信息更新,投资与资本市场,投资与资本市场方向出现信息更新信号，重点涉及深氪、MiniMax；代表事件为《智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite》。,深氪 投资与资本市场|MiniMax 投资与资本市场|IPO 投资与资本市场|投资与资本市场 信息更新,https://36kr.com/p/3631042586395657
2026-04-22,深氪,七天挣百万，短剧演员的改命之路｜ 深 氪 lite,2026-04-22,深氪,深氪|lite|七天挣百万|短剧演员的改命之路,深氪|七天挣百万|短剧演员的改命之路,信息更新,企业战略与商业观察,企业战略与商业观察方向出现信息更新信号，重点涉及深氪、七天挣百万；代表事件为《七天挣百万，短剧演员的改命之路｜ 深 氪 lite》。,深氪 企业战略与商业观察|七天挣百万 企业战略与商业观察|lite 企业战略与商业观察|企业战略与商业观察 信息更新,https://36kr.com/p/3586384697703553
2026-04-22,深氪,我的男友是虚拟的，但他很快就会变成现实｜ 深 氪,2026-04-22,深氪,深氪|我的男友是虚拟的|但他很快就会变成现实,深氪|我的男友是虚拟的|但他很快就会变成现实,信息更新,人工智能与前沿技术,人工智能与前沿技术方向出现信息更新信号，重点涉及深氪、我的男友是虚拟的；代表事件为《我的男友是虚拟的，但他很快就会变成现实｜ 深 氪》。,深氪 人工智能与前沿技术|我的男友是虚拟的 人工智能与前沿技术|但他很快就会变成现实 人工智能与前沿技术|人工智能与前沿技术 信息更新,https://36kr.com/p/3591180729696516
2026-04-22,深氪,Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪,2026-04-22,深氪,深氪|Manus|AI|数十亿美元卖身|中国|应用的关键词只有一个,深氪|Manus|数十亿美元卖身|中国|应用的关键词只有一个,信息更新,人工智能与前沿技术,人工智能与前沿技术方向出现信息更新信号，重点涉及深氪、Manus；代表事件为《Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪》。,深氪 人工智能与前沿技术|Manus 人工智能与前沿技术|AI 人工智能与前沿技术|人工智能与前沿技术 信息更新,https://36kr.com/p/3618211929555974
2026-04-22,深氪,全球硬件大爆款，生于中国｜ 深 氪,2026-04-22,深氪,深氪|全球硬件大爆款|生于中国,深氪|全球硬件大爆款|生于中国,信息更新,企业战略与商业观察,企业战略与商业观察方向出现信息更新信号，重点涉及深氪、全球硬件大爆款；代表事件为《全球硬件大爆款，生于中国｜ 深 氪》。,深氪 企业战略与商业观察|全球硬件大爆款 企业战略与商业观察|生于中国 企业战略与商业观察|企业战略与商业观察 信息更新,https://36kr.com/p/3470301182891396
2026-04-22,后浪白皮书,想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书,2026-04-22,后浪白皮书,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及后浪白皮书、想戒也戒不掉的奶茶；代表事件为《想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书》。,后浪白皮书 消费趋势与青年文化|想戒也戒不掉的奶茶 消费趋势与青年文化|是留给打工人最后的甜 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://36kr.com/p/1382700624657540
2026-04-22,后浪白皮书,大年初一聊聊天，愿你23年野蛮生长 、无拘无碍,2026-04-22,后浪白皮书,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及后浪白皮书、大年初一聊聊天；代表事件为《大年初一聊聊天，愿你23年野蛮生长 、无拘无碍》。,后浪白皮书 消费趋势与青年文化|大年初一聊聊天 消费趋势与青年文化|愿你 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://36kr.com/p/2107240846066050
2026-04-22,后浪白皮书,核心服务,2026-04-22,后浪白皮书,后浪白皮书|核心服务,后浪白皮书|核心服务,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及后浪白皮书、核心服务；代表事件为《核心服务》。,后浪白皮书 消费趋势与青年文化|核心服务 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://www.36kr.com/p/2492318105786505
2026-04-22,Long China 50,字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|字节再试|硬件|用收购补充团队|两条产品线共发力丨,Long China 50|Long|China|字节再试|硬件,信息更新,人工智能与前沿技术,人工智能与前沿技术方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家》。,Long China 50 人工智能与前沿技术|Long 人工智能与前沿技术|AI 人工智能与前沿技术|人工智能与前沿技术 信息更新,https://36kr.com/p/2785354366305413
2026-04-22,Long China 50,小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家,2026-04-22,Long China 50,Long China 50|Long|China|小红书内测自研大模型|小地瓜|社交和搜索是落地方向|独家,Long China 50|Long|China|小红书内测自研大模型|小地瓜,信息更新,人工智能与前沿技术,人工智能与前沿技术方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家》。,Long China 50 人工智能与前沿技术|Long 人工智能与前沿技术|China 人工智能与前沿技术|人工智能与前沿技术 信息更新,https://36kr.com/p/2754311490730760
2026-04-22,Long China 50,AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发|主力|独家,Long China 50|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发,信息更新,人工智能与前沿技术,人工智能与前沿技术方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家》。,Long China 50 人工智能与前沿技术|Long 人工智能与前沿技术|AI 人工智能与前沿技术|人工智能与前沿技术 信息更新,https://36kr.com/p/2788351176311687
2026-04-22,Long China 50,小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家,2026-04-22,Long China 50,Long China 50|Long|China|小米生态链模式十年来最大|调整|提出分级管理策略丨|独家,Long China 50|Long|China|小米生态链模式十年来最大|调整,信息更新,企业战略与商业观察,企业战略与商业观察方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家》。,Long China 50 企业战略与商业观察|Long 企业战略与商业观察|China 企业战略与商业观察|企业战略与商业观察 信息更新,https://36kr.com/p/2684326515309572
2026-04-22,Long China 50,美团再出手大模型，独家投资「智谱AI」| Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|美团再出手大模型|独家投资|智谱|独家,Long China 50|Long|China|美团再出手大模型|独家投资,投融资,人工智能与前沿技术,人工智能与前沿技术方向出现投融资信号，重点涉及Long China 50、Long；代表事件为《美团再出手大模型，独家投资「智谱AI」| Long China 50 独家》。,Long China 50 人工智能与前沿技术|Long 人工智能与前沿技术|AI 人工智能与前沿技术|人工智能与前沿技术 投融资,https://36kr.com/p/2199303305939075
2026-04-22,投资派,投 资 派 | 投资越南，机遇还是陷阱？,2026-04-22,投资派,投资派|投资越南|机遇还是陷阱,投资派|投资越南|机遇还是陷阱,投融资,投资与资本市场,投资与资本市场方向出现投融资信号，重点涉及投资派、投资越南；代表事件为《投 资 派 | 投资越南，机遇还是陷阱？》。,投资派 投资与资本市场|投资越南 投资与资本市场|机遇还是陷阱 投资与资本市场|投资与资本市场 投融资,https://36kr.com/p/2806269404477064
2026-04-22,投资派,墨西哥还值得新能源车企押注吗？｜ 投 资 派,2026-04-22,投资派,投资派|墨西哥还值得新能源车企押|注吗,投资派|墨西哥还值得新能源车企押|注吗,投融资,汽车与智能制造,汽车与智能制造方向出现投融资信号，重点涉及投资派、墨西哥还值得新能源车企押；代表事件为《墨西哥还值得新能源车企押注吗？｜ 投 资 派》。,投资派 汽车与智能制造|墨西哥还值得新能源车企押 汽车与智能制造|注吗 汽车与智能制造|汽车与智能制造 投融资,https://36kr.com/p/2836044407786372
2026-04-22,投资派,马来西亚这六年：从没有一张二维码到无现金社会｜ 投 资 派,2026-04-22,投资派,投资派|马来西亚这六年|从没有一张二维码到无现金|社会,投资派|马来西亚这六年|从没有一张二维码到无现金|社会,信息更新,企业战略与商业观察,企业战略与商业观察方向出现信息更新信号，重点涉及投资派、马来西亚这六年；代表事件为《马来西亚这六年：从没有一张二维码到无现金社会｜ 投 资 派》。,投资派 企业战略与商业观察|马来西亚这六年 企业战略与商业观察|从没有一张二维码到无现金 企业战略与商业观察|企业战略与商业观察 信息更新,https://36kr.com/p/2857241171774339
2026-04-22,投资派,巴菲特加码投资日本股市，大举发行日元债券｜ 投 资 派,2026-04-22,投资派,投资派|巴菲特加码投资日本股市|大举发行日元债券,投资派|巴菲特加码投资日本股市|大举发行日元债券,投融资,投资与资本市场,投资与资本市场方向出现投融资信号，重点涉及投资派、巴菲特加码投资日本股市；代表事件为《巴菲特加码投资日本股市，大举发行日元债券｜ 投 资 派》。,投资派 投资与资本市场|巴菲特加码投资日本股市 投资与资本市场|大举发行日元债券 投资与资本市场|投资与资本市场 投融资,https://36kr.com/p/2748358664141572
2026-04-22,投资派,巴菲特与科技股的爱恨纠葛：保守还是错失机会？｜ 投 资 派,2026-04-22,投资派,投资派|巴菲特与科技股的爱恨纠葛|保守还是错失机会,投资派|巴菲特与科技股的爱恨纠葛|保守还是错失机会,信息更新,投资与资本市场,投资与资本市场方向出现信息更新信号，重点涉及投资派、巴菲特与科技股的爱恨纠葛；代表事件为《巴菲特与科技股的爱恨纠葛：保守还是错失机会？｜ 投 资 派》。,投资派 投资与资本市场|巴菲特与科技股的爱恨纠葛 投资与资本市场|保守还是错失机会 投资与资本市场|投资与资本市场 信息更新,https://36kr.com/p/2745667847453698
2026-04-22,新青年观察,当00后开始做老板：佛系、平等、「无组织无纪律」,2026-04-22,新青年观察,新青年观察|后开始做老板|佛系|平等|无组织无纪律,新青年观察|后开始做老板|佛系|平等|无组织无纪律,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及新青年观察、后开始做老板；代表事件为《当00后开始做老板：佛系、平等、「无组织无纪律」》。,新青年观察 消费趋势与青年文化|后开始做老板 消费趋势与青年文化|佛系 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://36kr.com/p/1709731907540481
2026-04-22,新青年观察,年轻人，你到底有多「硬」？,2026-04-22,新青年观察,新青年观察|年轻人|你到底有多,新青年观察|年轻人|你到底有多,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及新青年观察、年轻人；代表事件为《年轻人，你到底有多「硬」？》。,新青年观察 消费趋势与青年文化|年轻人 消费趋势与青年文化|你到底有多 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://36kr.com/p/887258865166853
2026-04-22,新青年观察,这届抖音年轻人，把短视频搞成了艺术大片,2026-04-22,新青年观察,新青年观察|这届抖音年轻人|把短视频搞成了艺术大片,新青年观察|这届抖音年轻人|把短视频搞成了艺术大片,信息更新,消费趋势与青年文化,消费趋势与青年文化方向出现信息更新信号，重点涉及新青年观察、这届抖音年轻人；代表事件为《这届抖音年轻人，把短视频搞成了艺术大片》。,新青年观察 消费趋势与青年文化|这届抖音年轻人 消费趋势与青年文化|把短视频搞成了艺术大片 消费趋势与青年文化|消费趋势与青年文化 信息更新,https://36kr.com/p/1723992342529
