统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-17,首页最新文章,Gemini桌面客户端终于上线：直接读取屏幕上下文，帮你解读一切,2026-04-17,首页最新文章,首页最新文章|Gemini|桌面客户端终于上线|直接读取屏幕上下文|帮你解读一切,首页最新文章|Gemini|桌面客户端终于上线|直接读取屏幕上下文|帮你解读一切,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、Gemini；代表事件为《Gemini桌面客户端终于上线：直接读取屏幕上下文，帮你解读一切》。,首页最新文章 大模型技术迭代与产业影响|Gemini 大模型技术迭代与产业影响|桌面客户端终于上线 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3770104217944581
2026-04-17,首页最新文章,一线房价，全面转涨,2026-04-17,首页最新文章,首页最新文章|一线房价|全面转涨,首页最新文章|一线房价|全面转涨,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及首页最新文章、一线房价；代表事件为《一线房价，全面转涨》。,首页最新文章 宏观经济与政策动向|一线房价 宏观经济与政策动向|全面转涨 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/p/3770276970480390
2026-04-17,首页最新文章,4平米的经济型酒店，真的赚钱吗？,2026-04-17,首页最新文章,首页最新文章|平米的经济型酒店|真的赚钱吗,首页最新文章|平米的经济型酒店|真的赚钱吗,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及首页最新文章、平米的经济型酒店；代表事件为《4平米的经济型酒店，真的赚钱吗？》。,首页最新文章 消费与商业动态|平米的经济型酒店 消费与商业动态|真的赚钱吗 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/p/3770227506950657
2026-04-17,首页最新文章,大厂资深程序员，“未来码农的优势可能是比AI更便宜”,2026-04-17,首页最新文章,首页最新文章|AI|大厂资深程序员|未来码农的优势可能是比|更便宜,首页最新文章|大厂资深程序员|未来码农的优势可能是比|更便宜,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、大厂资深程序员；代表事件为《大厂资深程序员，“未来码农的优势可能是比AI更便宜”》。,首页最新文章 大模型技术迭代与产业影响|大厂资深程序员 大模型技术迭代与产业影响|AI 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3770190481015301
2026-04-17,首页最新文章,Kimi的问题不在对手，而在起点,2026-04-17,首页最新文章,首页最新文章|Kimi|的问题不在对手|而在起点,首页最新文章|Kimi|的问题不在对手|而在起点,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、Kimi；代表事件为《Kimi的问题不在对手，而在起点》。,首页最新文章 大模型技术迭代与产业影响|Kimi 大模型技术迭代与产业影响|的问题不在对手 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3770372392010499
2026-04-17,首页最新文章,老黄可能开始焦虑了,2026-04-17,首页最新文章,首页最新文章|老黄可能开始焦虑了,首页最新文章|老黄可能开始焦虑了,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、老黄可能开始焦虑了；代表事件为《老黄可能开始焦虑了》。,首页最新文章 大模型技术迭代与产业影响|老黄可能开始焦虑了 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3769588013330945
2026-04-17,首页最新文章,Claude Opus 4.7炸场，6美元造《我的世界》，临门AGI前强调安全，打工人却更慌了,2026-04-17,首页最新文章,首页最新文章|Claude|Opus|AGI|炸场|美元造|我的世界|临门,首页最新文章|Claude|Opus|AGI|炸场,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、Claude；代表事件为《Claude Opus 4.7炸场，6美元造《我的世界》，临门AGI前强调安全，打工人却更慌了》。,首页最新文章 大模型技术迭代与产业影响|Claude 大模型技术迭代与产业影响|Opus 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3770121995911944
2026-04-17,首页最新文章,海底捞最有号召力的女人，又回来了,2026-04-17,首页最新文章,首页最新文章|海底捞最有号召力的女人|又回来了,首页最新文章|海底捞最有号召力的女人|又回来了,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及首页最新文章、海底捞最有号召力的女人；代表事件为《海底捞最有号召力的女人，又回来了》。,首页最新文章 消费与商业动态|海底捞最有号召力的女人 消费与商业动态|又回来了 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/p/3770160924869120
2026-04-17,首页最新文章,智能体时代 AI 选择指南,2026-04-17,首页最新文章,首页最新文章|AI|智能体时代|选择指南,首页最新文章|智能体时代|选择指南,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、智能体时代；代表事件为《智能体时代 AI 选择指南》。,首页最新文章 大模型技术迭代与产业影响|智能体时代 大模型技术迭代与产业影响|AI 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3734928327655687
2026-04-17,首页最新文章,AI大模型吞噬软件路径推演,2026-04-17,首页最新文章,首页最新文章|AI|大模型吞噬软件路径推演,首页最新文章|大模型吞噬软件路径推演,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及首页最新文章、大模型吞噬软件路径推演；代表事件为《AI大模型吞噬软件路径推演》。,首页最新文章 大模型技术迭代与产业影响|大模型吞噬软件路径推演 大模型技术迭代与产业影响|AI 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/p/3770148992582152
2026-04-17,快讯,金螳螂：与越南Sun Group签署的备忘录中不涉及任何具体项目及具体金额,2026-04-17,快讯,快讯|Sun|Group|金螳螂|与越南|签署的备忘录中不涉及任何|具体项目及具体金额,快讯|Sun|Group|金螳螂|与越南,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及快讯、Sun；代表事件为《金螳螂：与越南Sun Group签署的备忘录中不涉及任何具体项目及具体金额》。,快讯 消费与商业动态|Sun 消费与商业动态|Group 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/newsflashes/3770469160043268
2026-04-17,快讯,南向资金净买入额达60亿港元,2026-04-17,快讯,快讯|南向资金净买入额达|亿港元,快讯|南向资金净买入额达|亿港元,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、南向资金净买入额达；代表事件为《南向资金净买入额达60亿港元》。,快讯 宏观经济与政策动向|南向资金净买入额达 宏观经济与政策动向|亿港元 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770466618835462
2026-04-17,快讯,爱立信第一季度销售净额493.3亿瑞典克朗，不及预期,2026-04-17,快讯,快讯|爱立信第一季度销售净额|亿瑞典克朗|不及预期,快讯|爱立信第一季度销售净额|亿瑞典克朗|不及预期,信息更新,半导体与先进制造产业动态,半导体与先进制造产业动态方向出现信息更新信号，重点涉及快讯、爱立信第一季度销售净额；代表事件为《爱立信第一季度销售净额493.3亿瑞典克朗，不及预期》。,快讯 半导体与先进制造产业动态|爱立信第一季度销售净额 半导体与先进制造产业动态|亿瑞典克朗 半导体与先进制造产业动态|半导体与先进制造产业动态 信息更新,https://36kr.com/newsflashes/3770457512788483
2026-04-17,快讯,长鑫存储、长江存储现“先款排产”,2026-04-17,快讯,快讯|长鑫存储|长江存储现|先款排产,快讯|长鑫存储|长江存储现|先款排产,信息更新,半导体与先进制造产业动态,半导体与先进制造产业动态方向出现信息更新信号，重点涉及快讯、长鑫存储；代表事件为《长鑫存储、长江存储现“先款排产”》。,快讯 半导体与先进制造产业动态|长鑫存储 半导体与先进制造产业动态|长江存储现 半导体与先进制造产业动态|半导体与先进制造产业动态 信息更新,https://36kr.com/newsflashes/3770451858965251
2026-04-17,快讯,“加速进化”完成近10亿元融资,2026-04-17,快讯,快讯|加速进化|完成近|亿元融资,快讯|加速进化|完成近|亿元融资,投融资,AI应用与产业落地,AI应用与产业落地方向出现投融资信号，重点涉及快讯、加速进化；代表事件为《“加速进化”完成近10亿元融资》。,快讯 AI应用与产业落地|加速进化 AI应用与产业落地|完成近 AI应用与产业落地|AI应用与产业落地 投融资,https://36kr.com/newsflashes/3770428884812297
2026-04-17,快讯,通义千问关联公司增资至2亿元,2026-04-17,快讯,快讯|通义千问关联公司增资至|亿元,快讯|通义千问关联公司增资至|亿元,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及快讯、通义千问关联公司增资至；代表事件为《通义千问关联公司增资至2亿元》。,快讯 大模型技术迭代与产业影响|通义千问关联公司增资至 大模型技术迭代与产业影响|亿元 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/newsflashes/3770417832346116
2026-04-17,快讯,现货白银日内涨超1%,2026-04-17,快讯,快讯|现货白银日内涨超,快讯|现货白银日内涨超,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、现货白银日内涨超；代表事件为《现货白银日内涨超1%》。,快讯 宏观经济与政策动向|现货白银日内涨超 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770436976001801
2026-04-17,快讯,迪拜启用全球首个综合空中出租车起降场,2026-04-17,快讯,快讯|迪拜启用全球首个综合空中|出租车起降场,快讯|迪拜启用全球首个综合空中|出租车起降场,信息更新,AI应用与产业落地,AI应用与产业落地方向出现信息更新信号，重点涉及快讯、迪拜启用全球首个综合空中；代表事件为《迪拜启用全球首个综合空中出租车起降场》。,快讯 AI应用与产业落地|迪拜启用全球首个综合空中 AI应用与产业落地|出租车起降场 AI应用与产业落地|AI应用与产业落地 信息更新,https://36kr.com/newsflashes/3770413052871169
2026-04-17,快讯,淡水河谷一季度铁矿石总产量6970万吨，同比增长3%,2026-04-17,快讯,快讯|淡水河谷一季度铁矿石总产|万吨|同比增长,快讯|淡水河谷一季度铁矿石总产|万吨|同比增长,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、淡水河谷一季度铁矿石总产；代表事件为《淡水河谷一季度铁矿石总产量6970万吨，同比增长3%》。,快讯 宏观经济与政策动向|淡水河谷一季度铁矿石总产 宏观经济与政策动向|万吨 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770412303221506
2026-04-17,快讯,“行云”完成Pre-A及Pre-A+多轮融资,2026-04-17,快讯,快讯|Pre-A|Pre-A+|行云|完成|多轮融资,快讯|Pre-A|Pre-A+|行云|完成,投融资,AI应用与产业落地,AI应用与产业落地方向出现投融资信号，重点涉及快讯、Pre-A；代表事件为《“行云”完成Pre-A及Pre-A+多轮融资》。,快讯 AI应用与产业落地|Pre-A AI应用与产业落地|Pre-A+ AI应用与产业落地|AI应用与产业落地 投融资,https://36kr.com/newsflashes/3770425502532358
2026-04-17,快讯,长沙经开区先进制造产业基金注册成立,2026-04-17,快讯,快讯|长沙经开区先进制造产业基|金注册成立,快讯|长沙经开区先进制造产业基|金注册成立,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、长沙经开区先进制造产业基；代表事件为《长沙经开区先进制造产业基金注册成立》。,快讯 宏观经济与政策动向|长沙经开区先进制造产业基 宏观经济与政策动向|金注册成立 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770397781246727
2026-04-17,快讯,广州：培育智能建造产业集群，推动建筑机器人、自动化施工机械创新应用,2026-04-17,快讯,快讯|广州|培育智能建造产业集群|推动建筑机器人|自动化施工机械创新应用,快讯|广州|培育智能建造产业集群|推动建筑机器人|自动化施工机械创新应用,信息更新,AI应用与产业落地,AI应用与产业落地方向出现信息更新信号，重点涉及快讯、广州；代表事件为《广州：培育智能建造产业集群，推动建筑机器人、自动化施工机械创新应用》。,快讯 AI应用与产业落地|广州 AI应用与产业落地|培育智能建造产业集群 AI应用与产业落地|AI应用与产业落地 信息更新,https://36kr.com/newsflashes/3770397190226436
2026-04-17,快讯,苹果31年元老、营销副总裁斯坦·吴宣布退休,2026-04-17,快讯,快讯|苹果|年元老|营销副总裁斯坦|吴宣布退休,快讯|苹果|年元老|营销副总裁斯坦|吴宣布退休,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及快讯、苹果；代表事件为《苹果31年元老、营销副总裁斯坦·吴宣布退休》。,快讯 消费与商业动态|苹果 消费与商业动态|年元老 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/newsflashes/3770411543331331
2026-04-17,快讯,南京江北新区科技投资集团增资至约31.1亿元,2026-04-17,快讯,快讯|南京江北新区科技投资集团|增资至约|亿元,快讯|南京江北新区科技投资集团|增资至约|亿元,投融资,宏观经济与政策动向,宏观经济与政策动向方向出现投融资信号，重点涉及快讯、南京江北新区科技投资集团；代表事件为《南京江北新区科技投资集团增资至约31.1亿元》。,快讯 宏观经济与政策动向|南京江北新区科技投资集团 宏观经济与政策动向|增资至约 宏观经济与政策动向|宏观经济与政策动向 投融资,https://36kr.com/newsflashes/3770395424850696
2026-04-17,快讯,国家发展改革委：今年上半年一批国家级专项规划将陆续出台,2026-04-17,快讯,快讯|国家发展改革委|今年上半年一批国家级专项|规划将陆续出台,快讯|国家发展改革委|今年上半年一批国家级专项|规划将陆续出台,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、国家发展改革委；代表事件为《国家发展改革委：今年上半年一批国家级专项规划将陆续出台》。,快讯 宏观经济与政策动向|国家发展改革委 宏观经济与政策动向|今年上半年一批国家级专项 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770394996474629
2026-04-17,快讯,恒指午间休盘跌1.32%，恒生科技指数跌1.66%,2026-04-17,快讯,快讯|恒指午间休盘跌|恒生科技指数跌,快讯|恒指午间休盘跌|恒生科技指数跌,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、恒指午间休盘跌；代表事件为《恒指午间休盘跌1.32%，恒生科技指数跌1.66%》。,快讯 宏观经济与政策动向|恒指午间休盘跌 宏观经济与政策动向|恒生科技指数跌 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770393672811267
2026-04-17,快讯,半日主力资金加仓电子板块，抛售医药生物板块,2026-04-17,快讯,快讯|半日主力资金加仓电子板块|抛售医药生物板块,快讯|半日主力资金加仓电子板块|抛售医药生物板块,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、半日主力资金加仓电子板块；代表事件为《半日主力资金加仓电子板块，抛售医药生物板块》。,快讯 宏观经济与政策动向|半日主力资金加仓电子板块 宏观经济与政策动向|抛售医药生物板块 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770383419785987
2026-04-17,快讯,智元发布358宏图计划，目标2030年实现1000亿+营收,2026-04-17,快讯,快讯|智元发布|宏图计划|目标|年实现|营收,快讯|智元发布|宏图计划|目标|年实现,业绩,AI应用与产业落地,AI应用与产业落地方向出现业绩信号，重点涉及快讯、智元发布；代表事件为《智元发布358宏图计划，目标2030年实现1000亿+营收》。,快讯 AI应用与产业落地|智元发布 AI应用与产业落地|宏图计划 AI应用与产业落地|AI应用与产业落地 业绩,https://36kr.com/newsflashes/3770382527037952
2026-04-17,快讯,远景动力据悉考虑通过香港IPO筹资至多20亿美元,2026-04-17,快讯,快讯|IPO|远景动力据悉考虑通过香港|筹资至多|亿美元,快讯|IPO|远景动力据悉考虑通过香港|筹资至多|亿美元,信息更新,AI应用与产业落地,AI应用与产业落地方向出现信息更新信号，重点涉及快讯、IPO；代表事件为《远景动力据悉考虑通过香港IPO筹资至多20亿美元》。,快讯 AI应用与产业落地|IPO AI应用与产业落地|远景动力据悉考虑通过香港 AI应用与产业落地|AI应用与产业落地 信息更新,https://36kr.com/newsflashes/3770376783725314
2026-04-17,快讯,国家发展改革委和交通运输部正在牵头编制《现代综合交通运输体系发展“十五五”规划》,2026-04-17,快讯,快讯|国家发展改革委和交通运输|部正在牵头编制|现代综合交通运输体系发展|十五五|规划,快讯|国家发展改革委和交通运输|部正在牵头编制|现代综合交通运输体系发展|十五五,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、国家发展改革委和交通运输；代表事件为《国家发展改革委和交通运输部正在牵头编制《现代综合交通运输体系发展“十五五”规划》》。,快讯 宏观经济与政策动向|国家发展改革委和交通运输 宏观经济与政策动向|部正在牵头编制 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770371366076935
2026-04-17,快讯,机器人租赁平台擎天租官宣出海动作，首批业务落地13国,2026-04-17,快讯,快讯|机器人租赁平台擎天租官宣|出海动作|首批业务落地,快讯|机器人租赁平台擎天租官宣|出海动作|首批业务落地,信息更新,AI应用与产业落地,AI应用与产业落地方向出现信息更新信号，重点涉及快讯、机器人租赁平台擎天租官宣；代表事件为《机器人租赁平台擎天租官宣出海动作，首批业务落地13国》。,快讯 AI应用与产业落地|机器人租赁平台擎天租官宣 AI应用与产业落地|出海动作 AI应用与产业落地|AI应用与产业落地 信息更新,https://36kr.com/newsflashes/3770370408841984
2026-04-17,快讯,A股三大指数午间休盘涨跌不一，源杰科技股价超越茅台成A股新“股王”,2026-04-17,快讯,快讯|股三大指数午间休盘涨跌不|源杰科技股价超越茅台成|股新|股王,快讯|股三大指数午间休盘涨跌不|源杰科技股价超越茅台成|股新|股王,信息更新,宏观经济与政策动向,宏观经济与政策动向方向出现信息更新信号，重点涉及快讯、股三大指数午间休盘涨跌不；代表事件为《A股三大指数午间休盘涨跌不一，源杰科技股价超越茅台成A股新“股王”》。,快讯 宏观经济与政策动向|股三大指数午间休盘涨跌不 宏观经济与政策动向|源杰科技股价超越茅台成 宏观经济与政策动向|宏观经济与政策动向 信息更新,https://36kr.com/newsflashes/3770364089500419
2026-04-17,快讯,阿里开源千问3.6系列中等尺寸模型,2026-04-17,快讯,快讯|阿里开源千问|系列中等尺寸模型,快讯|阿里开源千问|系列中等尺寸模型,信息更新,大模型技术迭代与产业影响,大模型技术迭代与产业影响方向出现信息更新信号，重点涉及快讯、阿里开源千问；代表事件为《阿里开源千问3.6系列中等尺寸模型》。,快讯 大模型技术迭代与产业影响|阿里开源千问 大模型技术迭代与产业影响|系列中等尺寸模型 大模型技术迭代与产业影响|大模型技术迭代与产业影响 信息更新,https://36kr.com/newsflashes/3770357608219395
2026-04-17,快讯,国家发改委：今年将重点在“人工智能+”基础设施等领域，开展一系列扩大有效投资行动,2026-04-17,快讯,快讯|国家发改委|今年将重点在|人工智能|基础设施等领域|开展一系列扩大有效投资行,快讯|国家发改委|今年将重点在|人工智能|基础设施等领域,投融资,宏观经济与政策动向,宏观经济与政策动向方向出现投融资信号，重点涉及快讯、国家发改委；代表事件为《国家发改委：今年将重点在“人工智能+”基础设施等领域，开展一系列扩大有效投资行动》。,快讯 宏观经济与政策动向|国家发改委 宏观经济与政策动向|今年将重点在 宏观经济与政策动向|宏观经济与政策动向 投融资,https://36kr.com/newsflashes/3770348485558787
2026-04-17,快讯,广汽本田型格部分版本停产，涉手动挡车型,2026-04-17,快讯,快讯|广汽本田型格部分版本停产|涉手动挡车型,快讯|广汽本田型格部分版本停产|涉手动挡车型,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及快讯、广汽本田型格部分版本停产；代表事件为《广汽本田型格部分版本停产，涉手动挡车型》。,快讯 消费与商业动态|广汽本田型格部分版本停产 消费与商业动态|涉手动挡车型 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/newsflashes/3770345723429634
2026-04-17,快讯,光线传媒在北京成立文化娱乐公司,2026-04-17,快讯,快讯|光线传媒在北京成立文化娱|乐公司,快讯|光线传媒在北京成立文化娱|乐公司,信息更新,消费与商业动态,消费与商业动态方向出现信息更新信号，重点涉及快讯、光线传媒在北京成立文化娱；代表事件为《光线传媒在北京成立文化娱乐公司》。,快讯 消费与商业动态|光线传媒在北京成立文化娱 消费与商业动态|乐公司 消费与商业动态|消费与商业动态 信息更新,https://36kr.com/newsflashes/3770339723411971
2026-04-17,快讯,发改委：要加快形成低空关键装备谱系，带动上下游配套产业,2026-04-17,快讯,快讯|发改委|要加快形成低空关键装备谱|带动上下游配套产业,快讯|发改委|要加快形成低空关键装备谱|带动上下游配套产业,信息更新,AI应用与产业落地,AI应用与产业落地方向出现信息更新信号，重点涉及快讯、发改委；代表事件为《发改委：要加快形成低空关键装备谱系，带动上下游配套产业》。,快讯 AI应用与产业落地|发改委 AI应用与产业落地|要加快形成低空关键装备谱 AI应用与产业落地|AI应用与产业落地 信息更新,https://36kr.com/newsflashes/3770336543506953
