统计日期,栏目,文章标题,发布时间,原始关键词,归一关键词,实体,信号,主题,核心摘要,延伸检索词,文章链接
2026-04-22,活动,FBIF2026食品饮料创新论坛及FBIF展览,2026-04-22,活动,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览|时间|地点|杭州,活动|FBIF2026|FBIF|食品饮料创新论坛及|展览,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、FBIF2026；代表事件为《FBIF2026食品饮料创新论坛及FBIF展览》。,活动 活动与行业展会|FBIF2026 活动与行业展会|FBIF 活动与行业展会|活动与行业展会 信息更新,https://www.foodtalks.cn/fbif/2026
2026-04-22,活动,AttraX「春潮·Spring｜深圳黑客松」,2026-04-22,活动,活动|AttraX|Spring|春潮|深圳黑客松|时间|地点|深圳,活动|AttraX|Spring|春潮|深圳黑客松,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、AttraX；代表事件为《AttraX「春潮·Spring｜深圳黑客松」》。,活动 活动与行业展会|AttraX 活动与行业展会|Spring 活动与行业展会|活动与行业展会 信息更新,https://mp.weixin.qq.com/s/mFfKdnAooLOfzDOLiq8YRg
2026-04-22,活动,云智思享会 ·干活吧，AGENT！,2026-04-22,活动,活动|AGENT|云智思享会|干活吧|时间|地点|北京|主题,活动|AGENT|云智思享会|干活吧|时间,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、AGENT；代表事件为《云智思享会 ·干活吧，AGENT！》。,活动 活动与行业展会|AGENT 活动与行业展会|云智思享会 活动与行业展会|活动与行业展会 信息更新,https://36kr.com/sign-up-activity/1843
2026-04-22,活动,科技与美学 2026亿邦新竞争力品牌大会,2026-04-22,活动,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点|上海|已结束,活动|科技与美学|亿邦新竞争力品牌大会|时间|地点,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、科技与美学；代表事件为《科技与美学 2026亿邦新竞争力品牌大会》。,活动 活动与行业展会|科技与美学 活动与行业展会|亿邦新竞争力品牌大会 活动与行业展会|活动与行业展会 信息更新,https://www.ebrun.com/meeting/202601/4430.html
2026-04-22,活动,第六届CHWE出海网全球跨境电商展（深圳）春季展,2026-04-22,活动,活动|深圳|CHWE|第六届|出海网全球跨境电商展|春季展|时间|地点,活动|深圳|CHWE|第六届|出海网全球跨境电商展,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、深圳；代表事件为《第六届CHWE出海网全球跨境电商展（深圳）春季展》。,活动 活动与行业展会|深圳 活动与行业展会|CHWE 活动与行业展会|活动与行业展会 信息更新,https://hdxu.cn/1DVuw
2026-04-22,活动,第七届中关村硬科技嘉年华——星物种首发开放麦,2026-04-22,活动,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点|北京|主题|未来的现场实验,活动|第七届中关村硬科技嘉年华|星物种首发开放麦|时间|地点,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、第七届中关村硬科技嘉年华；代表事件为《第七届中关村硬科技嘉年华——星物种首发开放麦》。,活动 活动与行业展会|第七届中关村硬科技嘉年华 活动与行业展会|星物种首发开放麦 活动与行业展会|活动与行业展会 信息更新,https://www.huodongxing.com/event/7852857232800
2026-04-22,活动,融中第十五届中国资本年会暨大虹桥科创投资大会,2026-04-22,活动,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点|上海|已结束,活动|融中第十五届中国资本年会|暨大虹桥科创投资大会|时间|地点,投融资,活动与行业展会,活动与行业展会方向出现投融资信号，重点涉及活动、融中第十五届中国资本年会；代表事件为《融中第十五届中国资本年会暨大虹桥科创投资大会》。,活动 活动与行业展会|融中第十五届中国资本年会 活动与行业展会|暨大虹桥科创投资大会 活动与行业展会|活动与行业展会 投融资,https://7152049675429.huodongxing.com/event/7841451569600
2026-04-22,活动,懒熊体育第十届体育产业嘉年华,2026-04-22,活动,活动|懒熊体育第十届体育产业嘉|年华|时间|地点|北京|已结束,活动|懒熊体育第十届体育产业嘉|年华|时间|地点,信息更新,活动与行业展会,活动与行业展会方向出现信息更新信号，重点涉及活动、懒熊体育第十届体育产业嘉；代表事件为《懒熊体育第十届体育产业嘉年华》。,活动 活动与行业展会|懒熊体育第十届体育产业嘉 活动与行业展会|年华 活动与行业展会|活动与行业展会 信息更新,https://www.huodongxing.com/event/4835430940800
2026-04-22,36氪独家,智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,36氪独家|V9|智界要打翻盘仗|给了年均|万辆指引,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及36氪独家、V9；代表事件为《智界要打翻盘仗：V9给了年均12万辆指引｜ 36 氪 独 家》。,36氪独家 科技巨头与投资风向|V9 科技巨头与投资风向|智界要打翻盘仗 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/3776741071571200
2026-04-22,36氪独家,36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗,2026-04-22,36氪独家,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹|要打|老二|翻身仗,36氪独家|专访|拿到大疆|美团投资后|智能派追赶拓竹,投融资,科技巨头与投资风向,科技巨头与投资风向方向出现投融资信号，重点涉及36氪独家、专访；代表事件为《36 氪 独 家 专访 | 拿到大疆、美团投资后，智能派追赶拓竹，要打“老二”翻身仗》。,36氪独家 科技巨头与投资风向|专访 科技巨头与投资风向|拿到大疆 科技巨头与投资风向|科技巨头与投资风向 投融资,https://36kr.com/p/3773892499096068
2026-04-22,36氪独家,欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家,2026-04-22,36氪独家,36氪独家|欣旺达装车特斯拉|供应全球车型,36氪独家|欣旺达装车特斯拉|供应全球车型,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及36氪独家、欣旺达装车特斯拉；代表事件为《欣旺达装车特斯拉，供应全球车型｜ 36 氪 独 家》。,36氪独家 科技巨头与投资风向|欣旺达装车特斯拉 科技巨头与投资风向|供应全球车型 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/3759598959969030
2026-04-22,36氪独家,获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家,2026-04-22,36氪独家,36氪独家|AI|OpenClaw|获韶音投资|一家|公司做了|硬件版,36氪独家|OpenClaw|获韶音投资|一家|公司做了,投融资,AI技术与产业动态,AI技术与产业动态方向出现投融资信号，重点涉及36氪独家、OpenClaw；代表事件为《获韶音投资，一家AI公司做了“硬件版OpenClaw” | 36 氪 独 家》。,36氪独家 AI技术与产业动态|OpenClaw AI技术与产业动态|AI AI技术与产业动态|AI技术与产业动态 投融资,https://36kr.com/p/3749149674439169
2026-04-22,深氪,智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite,2026-04-22,深氪,深氪|MiniMax|IPO|lite|智谱|港股|熬过孤独的人和|亿奖赏,深氪|MiniMax|IPO|智谱|港股,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及深氪、MiniMax；代表事件为《智谱、MiniMax港股IPO，熬过孤独的人和500亿奖赏 | 深 氪 lite》。,深氪 AI技术与产业动态|MiniMax AI技术与产业动态|IPO AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/3631042586395657
2026-04-22,深氪,七天挣百万，短剧演员的改命之路｜ 深 氪 lite,2026-04-22,深氪,深氪|lite|七天挣百万|短剧演员的改命之路,深氪|七天挣百万|短剧演员的改命之路,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及深氪、七天挣百万；代表事件为《七天挣百万，短剧演员的改命之路｜ 深 氪 lite》。,深氪 产业观察与深度分析|七天挣百万 产业观察与深度分析|lite 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/3586384697703553
2026-04-22,深氪,我的男友是虚拟的，但他很快就会变成现实｜ 深 氪,2026-04-22,深氪,深氪|我的男友是虚拟的|但他很快就会变成现实,深氪|我的男友是虚拟的|但他很快就会变成现实,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及深氪、我的男友是虚拟的；代表事件为《我的男友是虚拟的，但他很快就会变成现实｜ 深 氪》。,深氪 AI技术与产业动态|我的男友是虚拟的 AI技术与产业动态|但他很快就会变成现实 AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/3591180729696516
2026-04-22,深氪,Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪,2026-04-22,深氪,深氪|Manus|AI|数十亿美元卖身|中国|应用的关键词只有一个,深氪|Manus|数十亿美元卖身|中国|应用的关键词只有一个,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及深氪、Manus；代表事件为《Manus数十亿美元卖身，中国AI应用的关键词只有一个｜ 深 氪》。,深氪 AI技术与产业动态|Manus AI技术与产业动态|AI AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/3618211929555974
2026-04-22,深氪,全球硬件大爆款，生于中国｜ 深 氪,2026-04-22,深氪,深氪|全球硬件大爆款|生于中国,深氪|全球硬件大爆款|生于中国,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及深氪、全球硬件大爆款；代表事件为《全球硬件大爆款，生于中国｜ 深 氪》。,深氪 科技巨头与投资风向|全球硬件大爆款 科技巨头与投资风向|生于中国 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/3470301182891396
2026-04-22,后浪白皮书,想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书,2026-04-22,后浪白皮书,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,后浪白皮书|想戒也戒不掉的奶茶|是留给打工人最后的甜,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及后浪白皮书、想戒也戒不掉的奶茶；代表事件为《想戒也戒不掉的奶茶，是留给打工人最后的甜 | 后 浪 白 皮 书》。,后浪白皮书 新消费与青年文化|想戒也戒不掉的奶茶 新消费与青年文化|是留给打工人最后的甜 新消费与青年文化|新消费与青年文化 信息更新,https://36kr.com/p/1382700624657540
2026-04-22,后浪白皮书,大年初一聊聊天，愿你23年野蛮生长 、无拘无碍,2026-04-22,后浪白皮书,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,后浪白皮书|大年初一聊聊天|愿你|年野蛮生长|无拘无碍,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及后浪白皮书、大年初一聊聊天；代表事件为《大年初一聊聊天，愿你23年野蛮生长 、无拘无碍》。,后浪白皮书 新消费与青年文化|大年初一聊聊天 新消费与青年文化|愿你 新消费与青年文化|新消费与青年文化 信息更新,https://36kr.com/p/2107240846066050
2026-04-22,后浪白皮书,核心服务,2026-04-22,后浪白皮书,后浪白皮书|核心服务,后浪白皮书|核心服务,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及后浪白皮书、核心服务；代表事件为《核心服务》。,后浪白皮书 新消费与青年文化|核心服务 新消费与青年文化|新消费与青年文化 信息更新,https://www.36kr.com/p/2492318105786505
2026-04-22,行业日报,Kimi不语，只是一个劲的逼单、让你开会员,2026-04-22,行业日报,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,行业日报|Kimi|不语|只是一个劲的逼单|让你开会员,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及行业日报、Kimi；代表事件为《Kimi不语，只是一个劲的逼单、让你开会员》。,行业日报 AI技术与产业动态|Kimi AI技术与产业动态|不语 AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/3737769530520326
2026-04-22,行业日报,keep能够成为下一个peloton吗？,2026-04-22,行业日报,行业日报|keep|peloton|能够成为下一个,行业日报|能够成为下一个,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及行业日报、能够成为下一个；代表事件为《keep能够成为下一个peloton吗？》。,行业日报 产业观察与深度分析|能够成为下一个 产业观察与深度分析|keep 产业观察与深度分析|peloton 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/1144950862449666
2026-04-22,行业日报,盘点2019年最热门的10大增长策略,2026-04-22,行业日报,行业日报|盘点|年最热门的|大增长策略,行业日报|盘点|年最热门的|大增长策略,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及行业日报、盘点；代表事件为《盘点2019年最热门的10大增长策略》。,行业日报 产业观察与深度分析|盘点 产业观察与深度分析|年最热门的 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/1724932882433
2026-04-22,Long China 50,字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|字节再试|硬件|用收购补充团队|两条产品线共发力丨,Long China 50|Long|China|字节再试|硬件,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《字节再试AI硬件：用收购补充团队、两条产品线共发力丨 Long China 50 独家》。,Long China 50 科技巨头与投资风向|Long 科技巨头与投资风向|AI 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/2785354366305413
2026-04-22,Long China 50,小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家,2026-04-22,Long China 50,Long China 50|Long|China|小红书内测自研大模型|小地瓜|社交和搜索是落地方向|独家,Long China 50|Long|China|小红书内测自研大模型|小地瓜,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小红书内测自研大模型“小地瓜”，社交和搜索是落地方向 | Long China 50 独家》。,Long China 50 AI技术与产业动态|Long AI技术与产业动态|China AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/2754311490730760
2026-04-22,Long China 50,AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发|主力|独家,Long China 50|Long|China|大牛杨红霞离职创业|曾为字节和阿里大模型研发,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《AI大牛杨红霞离职创业，曾为字节和阿里大模型研发主力 | Long China 50 独家》。,Long China 50 AI技术与产业动态|Long AI技术与产业动态|AI AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/2788351176311687
2026-04-22,Long China 50,小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家,2026-04-22,Long China 50,Long China 50|Long|China|小米生态链模式十年来最大|调整|提出分级管理策略丨|独家,Long China 50|Long|China|小米生态链模式十年来最大|调整,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及Long China 50、Long；代表事件为《小米生态链模式十年来最大调整，提出分级管理策略丨 Long China 50 独家》。,Long China 50 科技巨头与投资风向|Long 科技巨头与投资风向|China 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/2684326515309572
2026-04-22,Long China 50,美团再出手大模型，独家投资「智谱AI」| Long China 50 独家,2026-04-22,Long China 50,Long China 50|AI|Long|China|美团再出手大模型|独家投资|智谱|独家,Long China 50|Long|China|美团再出手大模型|独家投资,投融资,科技巨头与投资风向,科技巨头与投资风向方向出现投融资信号，重点涉及Long China 50、Long；代表事件为《美团再出手大模型，独家投资「智谱AI」| Long China 50 独家》。,Long China 50 科技巨头与投资风向|Long 科技巨头与投资风向|AI 科技巨头与投资风向|科技巨头与投资风向 投融资,https://36kr.com/p/2199303305939075
2026-04-22,新青年观察,当00后开始做老板：佛系、平等、「无组织无纪律」,2026-04-22,新青年观察,新青年观察|后开始做老板|佛系|平等|无组织无纪律,新青年观察|后开始做老板|佛系|平等|无组织无纪律,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及新青年观察、后开始做老板；代表事件为《当00后开始做老板：佛系、平等、「无组织无纪律」》。,新青年观察 新消费与青年文化|后开始做老板 新消费与青年文化|佛系 新消费与青年文化|新消费与青年文化 信息更新,https://36kr.com/p/1709731907540481
2026-04-22,新青年观察,年轻人，你到底有多「硬」？,2026-04-22,新青年观察,新青年观察|年轻人|你到底有多,新青年观察|年轻人|你到底有多,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及新青年观察、年轻人；代表事件为《年轻人，你到底有多「硬」？》。,新青年观察 新消费与青年文化|年轻人 新消费与青年文化|你到底有多 新消费与青年文化|新消费与青年文化 信息更新,https://36kr.com/p/887258865166853
2026-04-22,新青年观察,这届抖音年轻人，把短视频搞成了艺术大片,2026-04-22,新青年观察,新青年观察|这届抖音年轻人|把短视频搞成了艺术大片,新青年观察|这届抖音年轻人|把短视频搞成了艺术大片,信息更新,新消费与青年文化,新消费与青年文化方向出现信息更新信号，重点涉及新青年观察、这届抖音年轻人；代表事件为《这届抖音年轻人，把短视频搞成了艺术大片》。,新青年观察 新消费与青年文化|这届抖音年轻人 新消费与青年文化|把短视频搞成了艺术大片 新消费与青年文化|新消费与青年文化 信息更新,https://36kr.com/p/1723992342529
2026-04-22,数智前瞻,2023，大数据交易所的“集体焦虑”能解吗？ | 数 智 前 瞻,2026-04-22,数智前瞻,数智前瞻|大数据交易所的|集体焦虑|能解吗,数智前瞻|大数据交易所的|集体焦虑|能解吗,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及数智前瞻、大数据交易所的；代表事件为《2023，大数据交易所的“集体焦虑”能解吗？ | 数 智 前 瞻》。,数智前瞻 产业观察与深度分析|大数据交易所的 产业观察与深度分析|集体焦虑 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/2302743898041095
2026-04-22,数智前瞻,2022 年金融科技行业新闻Top 5 | 数 智 前 瞻,2026-04-22,数智前瞻,数智前瞻|Top|年金融科技行业新闻,数智前瞻|Top|年金融科技行业新闻,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及数智前瞻、Top；代表事件为《2022 年金融科技行业新闻Top 5 | 数 智 前 瞻》。,数智前瞻 产业观察与深度分析|Top 产业观察与深度分析|年金融科技行业新闻 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/2085920865108360
2026-04-22,数智前瞻,今天，我们和科技圈的大佬们聊了聊ChatGPT | 数 智 前 瞻,2026-04-22,数智前瞻,数智前瞻|ChatGPT|今天|我们和科技圈的大佬们聊了,数智前瞻|ChatGPT|今天|我们和科技圈的大佬们聊了,信息更新,AI技术与产业动态,AI技术与产业动态方向出现信息更新信号，重点涉及数智前瞻、ChatGPT；代表事件为《今天，我们和科技圈的大佬们聊了聊ChatGPT | 数 智 前 瞻》。,数智前瞻 AI技术与产业动态|ChatGPT AI技术与产业动态|今天 AI技术与产业动态|AI技术与产业动态 信息更新,https://36kr.com/p/2124000856508551
2026-04-22,数智前瞻,2023年金融数字化领域四大看点 | 数 智 前 瞻,2026-04-22,数智前瞻,数智前瞻|年金融数字化领域四大看点,数智前瞻|年金融数字化领域四大看点,信息更新,产业观察与深度分析,产业观察与深度分析方向出现信息更新信号，重点涉及数智前瞻、年金融数字化领域四大看点；代表事件为《2023年金融数字化领域四大看点 | 数 智 前 瞻》。,数智前瞻 产业观察与深度分析|年金融数字化领域四大看点 产业观察与深度分析|产业观察与深度分析 信息更新,https://36kr.com/p/2086290965168521
2026-04-22,数智前瞻,比亚迪卖保险，国内车险行业要“变天”？｜ 数 智 前 瞻 ·金融,2026-04-22,数智前瞻,数智前瞻|比亚迪卖保险|国内车险行业要|变天|金融,数智前瞻|比亚迪卖保险|国内车险行业要|变天|金融,信息更新,科技巨头与投资风向,科技巨头与投资风向方向出现信息更新信号，重点涉及数智前瞻、比亚迪卖保险；代表事件为《比亚迪卖保险，国内车险行业要“变天”？｜ 数 智 前 瞻 ·金融》。,数智前瞻 科技巨头与投资风向|比亚迪卖保险 科技巨头与投资风向|国内车险行业要 科技巨头与投资风向|科技巨头与投资风向 信息更新,https://36kr.com/p/2260199892119430
